text,label,char count,source
"I can not open certain attachments to my e-mail. The message I get is "" No Viewers "" and to create an association in Add/Remove by clicking Quick View. When I do , I get the message that I need to insert Windows 95 Disk 21. My Windows was pre-installed in my computer package. My computer is Hewlett Packard Pavilion 7055. Thank you very much. Posted via CNET Help.com Many computers that come with Windows pre-installed have the installation files kept in the directory c : \ windows \ options \ cabs \ , you can try that path when asked for your installation disk. If they are not there , try searching the drive for files with a .cab extension if you find a bunch of them in the same directory odds are that those are Windows. Hope that helps. Posted via CNET Help.com 
",0,773,razavai
"We also have the problem of defining "" economist "" the problem I was suggesting when I pointed out that there were creationists who , in terms of academic credentials , qualified as biologists. It doesnt follow that there is serious controversy within biology over creation vs evolution. There are lots of people who would describe themselves as economists who I wouldnt describe as real economists , and who I suspect Paul Krugman , whose politics are rather different from mine , wouldnt describe as real economists either. The reason is not that they disagree with meEarl Thompson and Abba Lerner disagreed with me , and certainly were ( in Earls case , still is ) economists. The reason is that they either could not get a reasonably good grade on a price theory exami.e. do not understand the fundamentals of economic theoryor could get it only by giving answers they didnt believei.e. dont agree with the fundamentals of economic theory. They are "" economists "" in the sense of "" people who are hired to do In your opinion , by the definition above , is John Kenneth Galbraith a "" real economist ? "" Robert Reich ? Paul Samuelson ? 
",0,1139,razavai
"we are very interested in you telling us a student story 
",0,58,razavai
"I dont think that these distinctions are easy to define after all , these days. Which I guess is Lucys point. No , I wasnt making a point , exactly : I was hoping some expert would come along and make it simple. Lucy Kemnitzer 
",0,228,razavai
"Is there a way to have a control ( TextBox ) that keep the focus on the form even if I click on other controls on the form ? For example , a TextBox that represent a number and all other controls refers to that number , I would need to keep the focus on the TextBox until something is written in it. Etienne Charland 
",0,318,razavai
"it is very important that you tell me your name 
",0,49,razavai
"Jeffery Swagger schrieb : However , Fixpak 10 for Warp 4 has again killed OS20MEMU. And it is still dead with Fixpak 11. I would also be happy to hear of any way to restore it. OS20MEMU works fine here with Warp 4 FP11. Michael OS20MEMU is not gon na work on Warp 3 beyond FP 17. Period. It was well documented by IBM at the time and was the final straw that drove me to Warp 4. ( Note that this is probably over 2 years by now. ) Following is my experience. YMMV. If so I would like to know. Whether OS20MEMU works on Warp 4 is not dependant on FP level ; it is dependant on how much RAM youve got. I am at FP9. Up until a month ago I had a 486DX2 with 24M on a Zeos Gosling MB. OS20MEMU worked flawlessly. I swapped out the old MB for a Soyo 5EHM K6-III 400 with 128M. OS20MEMU stopped functioning. Unlike the Warp 3 case where it displayed error an message that it was not gon na work , in this case it simply fails to produce any useful output. I dont think this is true. What I found was that one of the IBM1S506.ADD releases ( and those do come in the fixpacks , too ) broke OS20MEMU ! To get it working again , use , for example , the DANIS506.ADD replacement , or get an SCSI system : , or use an older IBM1S506.ADD if you only have smaller IDE drives , so that you dont need the fixes in the newer releases of that driver. I think the problem is the zombie DOS VDM that is started by the newer IBM1S506.ADD drivers at initialisation , but can not prove this. I once had a very short newsgroup conversation with Sam Detweiler about this , must have been 1997 or so , when the problem started even with Warp 4 ? I didnt try it on my new machine ( 128 MB RAM , SCSI only ) , but I shall do this soon , and report back if it fails. Assume it works if you dont see me posting again. Regards , MQ __ Institut f. Angewandte Sozialforschung der Universitaet zu Koeln Greinstr. 2 50939 Koeln Tel. + 49-221/470-4232 Fax. + 49-221/470-5169 Find my PGP public key and other information here : 
",0,1991,razavai
"R Did it ever occour to you to live in reality ? Its nice that a few people R are SUPPOSEDLY porting the Netscape code to AMozilla but face it its R prob gon na take forever and be less-than-good when ( if ) it reaches the R users. R R I still love my Amiga , but its time has passed I guess. I use it daily R still for stuff like scanning pictures and manipulating them. Other than R that , its just a desk ornament. I unfortunatley have to use a PC for R everything else , cause the software and support exists. Uhhhexactly what is it that you can do on your PC that you can not do on your Amiga ? For me , WYSIWYG web development. Gary Peake , TAC-OwlNet.Net Team AMIGA Central We provide free web sites for small developers 
",0,729,razavai
"Kevin , Does the wife have a sister ? : Hi all , : Thanks for the support . [ snip ] : I leave it for you to decide. I hope those of you that have been pleased : with my services will continue dealing with me. I live for cycling and enjoy : all aspects of it. I have been involved in cycling for about 14 years now : from racing as a category 1 to working at several well known bike shops as a : head mechanic and manager. I am currently in North Dakota ( not my first : choice for riding ) because my wife is in medical school on a full : scholarship. We are planning to move somewhere a bit warmer fairly soon. I : hope this thread has not cut into anyones riding time. Keep the rubber side : down. : Kevin 
",0,710,razavai
"Markus Quandt schrieb : Jeffery Swagger schrieb : I didnt try it on my new machine ( 128 MB RAM , SCSI only ) , but I shall do this soon , and report back if it fails. Assume it works if you dont see me posting again. Ok , ok , here I am again. But the news arent so bad : It does work , but not with some applications. I.e. , the initial screen is displayed , the System Details screen is fine , most processes can by displayed in detail view ( F4 key ) , but it breaks down if you want to display the Netscape process ( 4.61 GA ) . In fact , this is the only app so far that will have OS20MEMU bomb out on my system ( with an unknown error in OS20MEMU.DLL , no entry in POPUPLOG ) . All O2/2 system processes including PMSHELL are fine , also WordPro , didnt try others. So it is worth a try if you can live without the fixed IBM1S506.ADD. Best , MQ __ Institut f. Angewandte Sozialforschung der Universitaet zu Koeln Greinstr. 2 50939 Koeln Tel. + 49-221/470-4232 Fax. + 49-221/470-5169 Find my PGP public key and other information here : 
",0,1043,razavai
